Gene,LD4_1,LD4_2,LD4_3,LD5_1,LD5_2,LD5_3,LD6_1,LD6_2,LD6_3,ES1,ES2,ES3,ET1,ET2,ET3,LS1,LS2,LS3,LT1,LT2,LT3,M1,M2,M3,MT1,MT2,MT3,S1,S2,S3,YR1,YR2,YR3,D4F1,D4F2,D4M1,D4M2,D4M3,D6F1,D6F2,D6F3,D6F4,D6M1,D6M2,D10F1,D10F2,D10F3,D10M1,D11F1
PF3D7_0718000,7.0,24.0,0.0,18.0,79.0,350.0,470.0,1750.0,309.0,261.0,131.0,512.0,42.0,151.0,92.0,76.0,123.0,506.0,80.0,153.0,220.0,25.0,114.0,86.0,112.0,110.0,155.0,132.0,65.0,393.0,70.0,34.0,87.0,107.0,263.0,525.0,235.0,128.0,32.0,249.0,227.0,260.0,773.0,182.0,37.0,257.0,143.0,2122.0,1.0
PF3D7_0718100,0.0,16.0,0.0,44.0,20.0,167.0,844.0,6379.0,820.0,1197.0,953.0,2057.0,17.0,49.0,97.0,298.0,448.0,1923.0,1619.0,1685.0,2684.0,65.0,444.0,390.0,180.0,653.0,1324.0,814.0,958.0,1777.0,81.0,20.0,155.0,105.0,67.0,884.0,473.0,7.0,62.0,286.0,213.0,4.0,733.0,10.0,97.0,171.0,185.0,1822.0,34.0
PF3D7_0718300,0.0,0.0,0.0,0.0,1.0,7.0,31.0,238.0,40.0,19.0,140.0,155.0,1.0,0.0,3.0,167.0,683.0,344.0,5.0,19.0,25.0,100.0,685.0,172.0,6.0,14.0,12.0,127.0,30.0,182.0,63.0,7.0,43.0,37.0,23.0,3.0,4.0,26.0,17.0,49.0,66.0,194.0,61.0,8.0,14.0,35.0,45.0,345.0,0.0
PF3D7_0718400,5.0,43.0,0.0,26.0,205.0,183.0,671.0,1517.0,883.0,1999.0,2904.0,2316.0,265.0,1616.0,1626.0,2434.0,4073.0,3186.0,1590.0,2707.0,2166.0,459.0,3184.0,1540.0,1480.0,1653.0,1520.0,2874.0,3185.0,1724.0,262.0,130.0,314.0,162.0,513.0,356.0,374.0,728.0,74.0,216.0,191.0,630.0,286.0,302.0,160.0,254.0,276.0,42.0,8.0
PF3D7_0718500,5.0,17.0,11.0,57.0,228.0,759.0,1198.0,6641.0,1351.0,1983.0,2237.0,2545.0,964.0,1616.0,1613.0,1108.0,1389.0,2492.0,1770.0,2768.0,2869.0,181.0,1503.0,869.0,1619.0,1520.0,1471.0,1941.0,2624.0,1183.0,426.0,652.0,952.0,144.0,93.0,334.0,279.0,1616.0,24.0,205.0,175.0,43.0,374.0,43.0,42.0,138.0,167.0,18.0,0.0
PF3D7_0718600,0.0,8.0,0.0,15.0,8.0,20.0,121.0,1128.0,144.0,681.0,955.0,1681.0,63.0,117.0,139.0,1235.0,1991.0,1959.0,535.0,627.0,719.0,125.0,2564.0,782.0,258.0,344.0,497.0,1459.0,875.0,1647.0,218.0,30.0,196.0,46.0,90.0,106.0,80.0,4.0,14.0,25.0,58.0,37.0,68.0,0.0,9.0,11.0,22.0,1.0,29.0
PF3D7_0718700,0.0,53.0,0.0,41.0,113.0,286.0,182.0,5176.0,1596.0,454.0,121.0,1084.0,8.0,269.0,244.0,145.0,208.0,656.0,409.0,489.0,524.0,17.0,268.0,110.0,606.0,483.0,617.0,225.0,100.0,282.0,26.0,5.0,74.0,18.0,8.0,61.0,39.0,132.0,3.0,26.0,21.0,5.0,69.0,80.0,4.0,15.0,1.0,0.0,97.0
PF3D7_0718800,0.0,0.0,0.0,207.0,188.0,403.0,582.0,8783.0,1439.0,73.0,34.0,125.0,5.0,2.0,2.0,17.0,29.0,134.0,2.0,42.0,57.0,3.0,61.0,33.0,5.0,2.0,7.0,29.0,49.0,41.0,4.0,3.0,18.0,115.0,290.0,123.0,132.0,113.0,4.0,145.0,162.0,126.0,110.0,90.0,2.0,126.0,108.0,2.0,36.0
PF3D7_0718900,0.0,14.0,0.0,15.0,33.0,252.0,177.0,2318.0,554.0,6.0,10.0,68.0,16.0,8.0,3.0,15.0,11.0,93.0,1.0,8.0,7.0,4.0,28.0,18.0,0.0,1.0,3.0,10.0,19.0,27.0,10.0,41.0,10.0,29.0,104.0,8.0,31.0,44.0,16.0,10.0,4.0,92.0,126.0,1.0,10.0,23.0,32.0,11.0,0.0
PF3D7_0719000,27.0,691.0,159.0,985.0,1965.0,3674.0,6989.0,86061.0,14874.0,602.0,378.0,1021.0,921.0,1402.0,1311.0,206.0,199.0,818.0,627.0,913.0,829.0,47.0,207.0,280.0,1136.0,1081.0,1033.0,418.0,585.0,375.0,319.0,839.0,926.0,2825.0,4116.0,972.0,1769.0,803.0,332.0,2358.0,2596.0,5898.0,1061.0,258.0,774.0,3999.0,3331.0,1095.0,378.0
PF3D7_0719100,6.0,63.0,0.0,144.0,149.0,270.0,1781.0,5238.0,1266.0,1293.0,1027.0,1691.0,158.0,228.0,242.0,466.0,502.0,1365.0,718.0,1201.0,1260.0,65.0,473.0,325.0,307.0,573.0,576.0,693.0,1436.0,595.0,98.0,211.0,201.0,399.0,455.0,147.0,271.0,365.0,40.0,277.0,371.0,434.0,199.0,227.0,65.0,523.0,272.0,208.0,87.0
PF3D7_0719200,0.0,20.0,0.0,1.0,398.0,1045.0,1597.0,11171.0,2805.0,77.0,132.0,133.0,20.0,25.0,20.0,65.0,117.0,212.0,20.0,69.0,24.0,0.0,113.0,134.0,10.0,17.0,18.0,100.0,111.0,114.0,15.0,11.0,39.0,1293.0,351.0,351.0,544.0,156.0,147.0,1128.0,1695.0,142.0,446.0,144.0,156.0,963.0,879.0,32.0,0.0
PF3D7_0719300,36.0,63.0,0.0,133.0,354.0,942.0,1259.0,11056.0,3159.0,1795.0,2610.0,3442.0,3192.0,4583.0,3743.0,652.0,918.0,2867.0,2150.0,2801.0,3005.0,227.0,1071.0,850.0,2931.0,2284.0,2672.0,1361.0,4932.0,2095.0,2566.0,2547.0,3585.0,526.0,101.0,743.0,534.0,10.0,87.0,553.0,687.0,91.0,447.0,38.0,105.0,542.0,522.0,193.0,37.0
PF3D7_0719400,1.0,254.0,4.0,355.0,834.0,1286.0,4856.0,19021.0,8439.0,3310.0,4101.0,3567.0,151.0,249.0,248.0,1344.0,1612.0,3779.0,1279.0,2244.0,3560.0,140.0,1638.0,1069.0,493.0,646.0,966.0,3783.0,4416.0,4583.0,234.0,84.0,318.0,1558.0,289.0,1688.0,1970.0,27.0,172.0,1889.0,2386.0,151.0,1175.0,60.0,183.0,2220.0,1992.0,686.0,0.0
PF3D7_0719500,1.0,29.0,0.0,38.0,86.0,326.0,878.0,5001.0,1263.0,2033.0,2627.0,2127.0,50.0,117.0,160.0,1589.0,1897.0,3029.0,656.0,1630.0,1982.0,103.0,1811.0,913.0,301.0,517.0,601.0,2926.0,2430.0,1748.0,205.0,56.0,230.0,136.0,774.0,270.0,267.0,672.0,28.0,216.0,184.0,1076.0,305.0,71.0,86.0,336.0,175.0,87.0,40.0
PF3D7_0719600,92.0,1306.0,23.0,1339.0,2808.0,6222.0,12715.0,81726.0,23557.0,3374.0,2197.0,3549.0,14323.0,20578.0,20544.0,1130.0,1040.0,2307.0,6688.0,6058.0,7552.0,899.0,1511.0,1405.0,17193.0,9440.0,8987.0,2396.0,3678.0,1455.0,7710.0,9517.0,14046.0,107.0,253.0,166.0,210.0,698.0,30.0,119.0,129.0,325.0,144.0,39.0,33.0,98.0,101.0,26.0,42.0
PF3D7_0719700,15.0,283.0,32.0,433.0,788.0,1433.0,2721.0,35153.0,5390.0,5260.0,3652.0,5778.0,14368.0,20127.0,19952.0,2126.0,1543.0,4394.0,7916.0,7892.0,9452.0,1305.0,2194.0,2108.0,18305.0,10901.0,9702.0,3896.0,6112.0,2586.0,10153.0,11172.0,15144.0,285.0,60.0,237.0,267.0,81.0,12.0,299.0,290.0,35.0,235.0,34.0,33.0,314.0,277.0,152.0,4.0
PF3D7_0719800,0.0,20.0,0.0,77.0,89.0,125.0,448.0,2934.0,911.0,456.0,320.0,354.0,285.0,260.0,195.0,148.0,147.0,422.0,256.0,497.0,559.0,19.0,135.0,98.0,230.0,220.0,301.0,476.0,224.0,403.0,152.0,162.0,318.0,36.0,12.0,57.0,62.0,10.0,14.0,38.0,70.0,0.0,55.0,21.0,4.0,92.0,58.0,5.0,0.0
PF3D7_0719900,27.0,245.0,0.0,334.0,804.0,1804.0,5094.0,38146.0,8908.0,3160.0,2609.0,3134.0,2636.0,2901.0,2370.0,801.0,1066.0,2476.0,2495.0,3003.0,5039.0,231.0,1045.0,714.0,1877.0,1664.0,2801.0,2441.0,2525.0,3196.0,2784.0,2581.0,3527.0,268.0,64.0,545.0,684.0,87.0,32.0,664.0,665.0,55.0,492.0,15.0,81.0,404.0,613.0,152.0,2.0
PF3D7_0720000,12.0,8.0,0.0,72.0,175.0,248.0,639.0,5707.0,1251.0,514.0,391.0,567.0,660.0,985.0,840.0,223.0,189.0,452.0,473.0,749.0,736.0,54.0,219.0,149.0,918.0,543.0,534.0,500.0,344.0,308.0,740.0,456.0,761.0,29.0,11.0,0.0,29.0,12.0,1.0,24.0,32.0,27.0,20.0,37.0,34.0,33.0,28.0,0.0,4.0
PF3D7_0720100,0.0,70.0,0.0,60.0,141.0,181.0,384.0,9462.0,788.0,647.0,571.0,1213.0,857.0,1151.0,936.0,442.0,376.0,789.0,554.0,703.0,797.0,184.0,472.0,389.0,985.0,631.0,569.0,501.0,774.0,450.0,1079.0,662.0,1098.0,32.0,28.0,58.0,8.0,8.0,3.0,19.0,40.0,15.0,20.0,9.0,10.0,46.0,20.0,18.0,0.0
PF3D7_0720200,0.0,20.0,0.0,39.0,57.0,58.0,329.0,2679.0,281.0,597.0,444.0,810.0,722.0,1062.0,1122.0,252.0,322.0,555.0,520.0,787.0,693.0,120.0,387.0,268.0,983.0,629.0,595.0,401.0,696.0,302.0,612.0,757.0,941.0,53.0,46.0,24.0,51.0,324.0,6.0,55.0,45.0,103.0,169.0,105.0,17.0,86.0,78.0,2.0,54.0
PF3D7_0720300,0.0,0.0,0.0,1.0,1.0,1.0,14.0,109.0,16.0,48.0,100.0,50.0,9.0,3.0,10.0,133.0,179.0,161.0,7.0,10.0,34.0,67.0,188.0,137.0,19.0,2.0,12.0,117.0,18.0,75.0,52.0,50.0,21.0,5.0,8.0,0.0,1.0,47.0,0.0,24.0,4.0,30.0,0.0,1.0,0.0,23.0,12.0,0.0,0.0
PF3D7_0720400,9.0,128.0,0.0,179.0,313.0,526.0,327.0,13658.0,2453.0,1127.0,1440.0,2163.0,945.0,2067.0,2040.0,826.0,1102.0,2039.0,1559.0,2380.0,1998.0,164.0,1016.0,639.0,2156.0,2096.0,2193.0,1232.0,2075.0,1190.0,383.0,627.0,994.0,99.0,175.0,309.0,217.0,220.0,47.0,184.0,99.0,306.0,655.0,444.0,108.0,114.0,131.0,271.0,118.0
PF3D7_0720500,0.0,8.0,4.0,40.0,91.0,169.0,1094.0,2360.0,858.0,1160.0,750.0,1100.0,626.0,411.0,467.0,499.0,455.0,1048.0,790.0,1519.0,1627.0,81.0,358.0,349.0,444.0,692.0,737.0,1035.0,510.0,551.0,513.0,557.0,678.0,86.0,309.0,215.0,229.0,681.0,59.0,138.0,75.0,261.0,293.0,345.0,107.0,167.0,173.0,444.0,130.0
PF3D7_0720600,0.0,108.0,0.0,240.0,731.0,1469.0,4895.0,21748.0,7282.0,1544.0,1034.0,1242.0,1038.0,405.0,604.0,667.0,720.0,1396.0,1149.0,1808.0,2211.0,111.0,511.0,543.0,324.0,848.0,828.0,1325.0,730.0,853.0,945.0,1020.0,1341.0,398.0,581.0,390.0,485.0,403.0,73.0,407.0,222.0,570.0,458.0,328.0,153.0,554.0,458.0,240.0,93.0
PF3D7_0720700,1.0,55.0,0.0,92.0,235.0,466.0,1659.0,13158.0,2490.0,4209.0,6728.0,3880.0,6082.0,2686.0,2766.0,7797.0,9455.0,8400.0,1251.0,3030.0,3820.0,1298.0,8000.0,4477.0,668.0,956.0,1266.0,9747.0,4624.0,7703.0,9399.0,6442.0,9014.0,535.0,288.0,1145.0,1264.0,84.0,161.0,670.0,798.0,119.0,1496.0,138.0,145.0,511.0,512.0,1418.0,44.0
PF3D7_0720800,14.0,45.0,3.0,56.0,97.0,271.0,1430.0,4762.0,552.0,439.0,571.0,813.0,33.0,300.0,346.0,242.0,217.0,632.0,768.0,916.0,957.0,28.0,248.0,205.0,658.0,870.0,816.0,423.0,1067.0,337.0,94.0,25.0,128.0,48.0,148.0,71.0,83.0,29.0,18.0,75.0,94.0,214.0,51.0,0.0,17.0,78.0,45.0,140.0,0.0
PF3D7_0720900,3.0,10.0,0.0,69.0,179.0,424.0,1969.0,2797.0,1765.0,741.0,395.0,865.0,28.0,97.0,114.0,232.0,243.0,612.0,590.0,655.0,961.0,14.0,185.0,145.0,288.0,324.0,460.0,380.0,456.0,378.0,49.0,14.0,61.0,287.0,75.0,327.0,239.0,7.0,24.0,267.0,309.0,32.0,460.0,16.0,35.0,230.0,213.0,130.0,0.0
PF3D7_0721000,21.0,70.0,18.0,171.0,234.0,808.0,3600.0,12723.0,3333.0,5739.0,7662.0,5607.0,2211.0,3604.0,2857.0,2414.0,3282.0,5048.0,3856.0,5062.0,5629.0,432.0,3287.0,1743.0,3325.0,2430.0,2907.0,5559.0,6764.0,6198.0,1712.0,1603.0,2082.0,358.0,304.0,268.0,401.0,875.0,75.0,478.0,539.0,623.0,333.0,126.0,106.0,422.0,457.0,477.0,50.0
PF3D7_0721100,102.0,926.0,93.0,1740.0,2712.0,5511.0,12878.0,148376.0,24889.0,6881.0,4829.0,8851.0,406.0,5987.0,5970.0,2333.0,1716.0,8648.0,8833.0,13363.0,15294.0,205.0,1404.0,1566.0,7655.0,9075.0,10937.0,5494.0,7212.0,3170.0,428.0,219.0,824.0,44.0,72.0,54.0,44.0,142.0,1.0,36.0,82.0,55.0,8.0,18.0,23.0,82.0,75.0,109.0,0.0
PF3D7_0721200,1.0,12.0,0.0,6.0,35.0,86.0,454.0,3112.0,212.0,727.0,574.0,792.0,620.0,597.0,625.0,1044.0,838.0,1259.0,354.0,557.0,889.0,137.0,595.0,582.0,295.0,341.0,319.0,1061.0,351.0,622.0,829.0,617.0,955.0,1246.0,2318.0,200.0,942.0,3344.0,57.0,926.0,1597.0,2705.0,262.0,345.0,73.0,739.0,661.0,200.0,12.0
PF3D7_0721300,20.0,115.0,0.0,115.0,270.0,1851.0,1039.0,11522.0,2199.0,710.0,1589.0,1918.0,4507.0,6359.0,5628.0,600.0,835.0,1580.0,1312.0,2017.0,1532.0,466.0,1063.0,887.0,3415.0,2542.0,2831.0,703.0,3078.0,1229.0,3632.0,3675.0,5374.0,98.0,55.0,216.0,204.0,14.0,17.0,87.0,81.0,1.0,91.0,1.0,15.0,73.0,78.0,104.0,8.0
PF3D7_0721400,3.0,90.0,21.0,221.0,566.0,1252.0,2841.0,20432.0,4952.0,1645.0,1342.0,1223.0,329.0,1197.0,1227.0,534.0,423.0,1178.0,1565.0,2128.0,2922.0,71.0,362.0,310.0,1602.0,1280.0,1484.0,1440.0,1773.0,587.0,147.0,238.0,334.0,137.0,535.0,272.0,250.0,148.0,6.0,128.0,127.0,393.0,293.0,334.0,53.0,126.0,118.0,90.0,0.0
PF3D7_0721500,11.0,0.0,0.0,54.0,182.0,583.0,1434.0,16128.0,2735.0,252.0,141.0,498.0,22.0,79.0,54.0,85.0,99.0,493.0,130.0,240.0,339.0,10.0,83.0,95.0,60.0,72.0,142.0,227.0,93.0,215.0,31.0,19.0,93.0,17.0,77.0,38.0,26.0,78.0,12.0,27.0,45.0,37.0,5.0,71.0,6.0,51.0,44.0,22.0,0.0
PF3D7_0721600,12.0,1287.0,75.0,1333.0,2753.0,3006.0,9783.0,58923.0,9094.0,7218.0,6214.0,8985.0,26537.0,34794.0,34312.0,3206.0,2853.0,7114.0,12212.0,12391.0,14756.0,2651.0,3450.0,3779.0,27661.0,16357.0,15176.0,5178.0,12310.0,3552.0,16170.0,21385.0,26972.0,372.0,180.0,639.0,598.0,66.0,87.0,364.0,370.0,80.0,426.0,0.0,98.0,424.0,295.0,71.0,0.0
PF3D7_0721700,0.0,0.0,0.0,23.0,128.0,411.0,113.0,1831.0,200.0,199.0,151.0,560.0,37.0,54.0,47.0,178.0,178.0,579.0,35.0,75.0,85.0,57.0,218.0,278.0,32.0,15.0,37.0,262.0,170.0,256.0,258.0,17.0,238.0,492.0,123.0,307.0,632.0,115.0,57.0,418.0,617.0,44.0,210.0,32.0,66.0,368.0,229.0,352.0,0.0
PF3D7_0721800,35.0,885.0,0.0,852.0,723.0,1838.0,3354.0,71435.0,6009.0,1952.0,1681.0,1975.0,964.0,1442.0,1479.0,666.0,864.0,1767.0,1446.0,2054.0,2768.0,83.0,630.0,484.0,1306.0,1190.0,1232.0,1657.0,2115.0,807.0,478.0,867.0,974.0,468.0,108.0,523.0,453.0,51.0,10.0,341.0,366.0,65.0,603.0,12.0,21.0,295.0,211.0,282.0,5.0
PF3D7_0721900,6.0,16.0,0.0,32.0,23.0,46.0,244.0,3321.0,316.0,821.0,1001.0,524.0,745.0,1023.0,1098.0,1460.0,1002.0,914.0,401.0,726.0,894.0,352.0,807.0,579.0,797.0,600.0,473.0,1451.0,889.0,372.0,837.0,590.0,884.0,310.0,95.0,85.0,150.0,22.0,18.0,162.0,177.0,9.0,17.0,2.0,10.0,199.0,140.0,258.0,1.0
PF3D7_0722000,12.0,30.0,0.0,45.0,237.0,730.0,520.0,19466.0,1566.0,339.0,256.0,579.0,617.0,918.0,903.0,453.0,311.0,735.0,264.0,393.0,596.0,214.0,293.0,417.0,620.0,413.0,607.0,646.0,121.0,379.0,734.0,587.0,824.0,42.0,122.0,66.0,45.0,144.0,2.0,63.0,51.0,86.0,10.0,26.0,5.0,79.0,103.0,2.0,0.0
PF3D7_0722100,1.0,17.0,0.0,96.0,104.0,124.0,197.0,4951.0,1086.0,650.0,607.0,784.0,1241.0,945.0,863.0,343.0,598.0,913.0,716.0,873.0,908.0,125.0,702.0,418.0,649.0,569.0,571.0,603.0,709.0,391.0,800.0,1208.0,1333.0,32.0,49.0,104.0,111.0,1422.0,2.0,48.0,92.0,7.0,34.0,0.0,6.0,50.0,30.0,22.0,0.0
PF3D7_0722200,5.0,8.0,0.0,50.0,182.0,464.0,414.0,606.0,510.0,9728.0,8304.0,4476.0,275.0,65.0,128.0,18027.0,11029.0,14047.0,78.0,1636.0,5607.0,979.0,9784.0,6279.0,43.0,66.0,49.0,27928.0,4745.0,16115.0,1562.0,300.0,876.0,19.0,69.0,153.0,88.0,130.0,16.0,93.0,107.0,140.0,49.0,20.0,26.0,47.0,42.0,9.0,0.0
PF3D7_0722300,21.0,30.0,11.0,155.0,489.0,641.0,713.0,21995.0,3842.0,575.0,707.0,1088.0,2146.0,2414.0,2043.0,1025.0,805.0,1635.0,832.0,1122.0,1150.0,622.0,1288.0,1178.0,1586.0,1340.0,1519.0,1407.0,1027.0,1121.0,2248.0,2230.0,2698.0,103.0,68.0,246.0,213.0,326.0,37.0,192.0,227.0,87.0,358.0,68.0,70.0,132.0,103.0,264.0,62.0
PF3D7_0722400,28.0,104.0,39.0,235.0,1673.0,1964.0,3677.0,13873.0,6586.0,3969.0,2567.0,5641.0,5723.0,8460.0,8211.0,2191.0,1529.0,4039.0,4874.0,6462.0,7047.0,1489.0,2187.0,2437.0,6862.0,5892.0,6132.0,2523.0,4221.0,1927.0,4320.0,5244.0,6629.0,28.0,60.0,112.0,101.0,53.0,14.0,18.0,31.0,58.0,72.0,61.0,33.0,14.0,10.0,5.0,1.0
PF3D7_0722500,0.0,123.0,1.0,32.0,133.0,389.0,871.0,6087.0,1752.0,771.0,1063.0,489.0,1371.0,1574.0,1455.0,731.0,596.0,633.0,823.0,1140.0,1146.0,178.0,684.0,539.0,1247.0,975.0,956.0,1270.0,1093.0,822.0,1911.0,1214.0,2103.0,52.0,41.0,117.0,62.0,6.0,19.0,124.0,115.0,10.0,116.0,0.0,20.0,171.0,174.0,10.0,0.0
PF3D7_0722600,10.0,146.0,0.0,198.0,449.0,720.0,1334.0,15413.0,2808.0,1668.0,2916.0,2595.0,3759.0,4212.0,4166.0,2060.0,2408.0,2941.0,1398.0,2239.0,1960.0,620.0,3033.0,1594.0,2792.0,1929.0,2152.0,2674.0,4996.0,1996.0,4379.0,3731.0,4278.0,430.0,45.0,167.0,193.0,21.0,19.0,271.0,246.0,25.0,250.0,12.0,55.0,451.0,274.0,173.0,0.0
PF3D7_0722700,18.0,22.0,6.0,139.0,248.0,293.0,1177.0,12266.0,2194.0,911.0,672.0,796.0,212.0,261.0,298.0,767.0,716.0,940.0,363.0,587.0,867.0,75.0,559.0,354.0,246.0,190.0,224.0,1129.0,436.0,367.0,164.0,149.0,252.0,290.0,173.0,204.0,310.0,21.0,25.0,395.0,318.0,360.0,167.0,2.0,40.0,284.0,252.0,20.0,56.0
PF3D7_0722800,0.0,3.0,0.0,1.0,11.0,5.0,22.0,312.0,20.0,102.0,151.0,147.0,24.0,40.0,54.0,116.0,161.0,225.0,13.0,16.0,27.0,11.0,198.0,78.0,19.0,13.0,15.0,154.0,111.0,163.0,47.0,25.0,96.0,3777.0,208.0,42.0,593.0,1.0,462.0,3068.0,4194.0,230.0,284.0,0.0,637.0,3465.0,3352.0,1124.0,76.0
PF3D7_0722900,0.0,3.0,0.0,22.0,139.0,266.0,927.0,2459.0,2241.0,213.0,343.0,94.0,3.0,2.0,8.0,150.0,214.0,273.0,7.0,125.0,206.0,20.0,171.0,110.0,5.0,1.0,3.0,419.0,136.0,233.0,30.0,5.0,19.0,681.0,266.0,120.0,348.0,60.0,81.0,601.0,525.0,372.0,371.0,88.0,127.0,733.0,741.0,88.0,38.0
PF3D7_0723000,0.0,8.0,0.0,79.0,60.0,92.0,506.0,3501.0,1441.0,178.0,162.0,351.0,245.0,320.0,314.0,210.0,76.0,337.0,228.0,340.0,309.0,83.0,145.0,247.0,348.0,280.0,381.0,187.0,272.0,141.0,221.0,261.0,341.0,4.0,12.0,1.0,21.0,1.0,3.0,7.0,22.0,1.0,4.0,0.0,0.0,16.0,27.0,0.0,0.0
PF3D7_0723100,0.0,0.0,0.0,1.0,12.0,14.0,40.0,1142.0,110.0,33.0,70.0,94.0,2.0,0.0,1.0,59.0,56.0,130.0,7.0,37.0,39.0,17.0,54.0,45.0,2.0,8.0,1.0,130.0,35.0,44.0,5.0,7.0,16.0,62.0,7.0,0.0,10.0,0.0,3.0,35.0,78.0,2.0,0.0,0.0,15.0,59.0,40.0,0.0,0.0
PF3D7_0723200,0.0,5.0,0.0,2.0,3.0,13.0,49.0,526.0,36.0,193.0,116.0,217.0,7.0,0.0,2.0,86.0,206.0,305.0,13.0,41.0,52.0,28.0,206.0,103.0,11.0,10.0,17.0,159.0,69.0,94.0,18.0,6.0,17.0,251.0,57.0,69.0,137.0,1331.0,49.0,214.0,300.0,10.0,112.0,58.0,34.0,185.0,118.0,81.0,0.0
PF3D7_0723300,0.0,6.0,0.0,12.0,53.0,98.0,174.0,1141.0,362.0,2115.0,1954.0,1958.0,74.0,34.0,105.0,4181.0,3899.0,2839.0,224.0,872.0,1247.0,456.0,3517.0,1984.0,108.0,155.0,177.0,4468.0,1294.0,3696.0,367.0,105.0,231.0,4122.0,114.0,448.0,867.0,44.0,503.0,3882.0,3039.0,129.0,1056.0,21.0,352.0,4676.0,3778.0,1669.0,0.0
PF3D7_0723400,4.0,173.0,43.0,211.0,665.0,1208.0,5587.0,16597.0,2651.0,1586.0,1901.0,3617.0,7031.0,9320.0,7156.0,1164.0,1146.0,2651.0,2458.0,2638.0,2847.0,1192.0,2207.0,1758.0,4521.0,3010.0,4443.0,1277.0,3151.0,3121.0,9511.0,6035.0,9604.0,266.0,193.0,555.0,626.0,19.0,35.0,400.0,453.0,182.0,571.0,36.0,105.0,302.0,235.0,176.0,1.0
PF3D7_0723500,0.0,17.0,11.0,36.0,66.0,138.0,229.0,3309.0,545.0,85.0,84.0,261.0,289.0,126.0,181.0,74.0,67.0,246.0,116.0,149.0,143.0,11.0,89.0,82.0,141.0,75.0,95.0,116.0,75.0,114.0,121.0,240.0,296.0,50.0,146.0,21.0,148.0,144.0,8.0,58.0,121.0,45.0,87.0,0.0,12.0,26.0,28.0,1.0,0.0
PF3D7_0723600,47.0,53.0,0.0,309.0,538.0,494.0,2242.0,27908.0,2138.0,211.0,157.0,269.0,917.0,814.0,825.0,117.0,91.0,316.0,415.0,513.0,434.0,56.0,95.0,138.0,672.0,565.0,464.0,198.0,270.0,90.0,552.0,1104.0,1034.0,9.0,17.0,20.0,19.0,1.0,4.0,46.0,36.0,76.0,18.0,76.0,6.0,51.0,32.0,0.0,0.0
PF3D7_0723700,0.0,47.0,0.0,5.0,136.0,266.0,472.0,5278.0,525.0,560.0,672.0,1127.0,199.0,914.0,694.0,213.0,219.0,931.0,503.0,723.0,660.0,17.0,294.0,263.0,549.0,566.0,636.0,429.0,1607.0,568.0,199.0,96.0,449.0,802.0,178.0,534.0,806.0,140.0,46.0,735.0,985.0,73.0,521.0,22.0,126.0,613.0,587.0,510.0,0.0
PF3D7_0723800,39.0,86.0,0.0,68.0,239.0,501.0,1843.0,12152.0,2528.0,4168.0,3603.0,3410.0,62.0,201.0,326.0,3319.0,3371.0,4492.0,1282.0,2603.0,4563.0,328.0,2626.0,1601.0,399.0,967.0,1319.0,6079.0,2271.0,5144.0,416.0,123.0,300.0,371.0,171.0,206.0,479.0,391.0,79.0,391.0,532.0,113.0,525.0,82.0,44.0,306.0,301.0,645.0,0.0
PF3D7_0723900,7.0,113.0,21.0,257.0,397.0,735.0,1818.0,16364.0,3418.0,1676.0,2057.0,2376.0,3634.0,4269.0,3716.0,796.0,1020.0,2118.0,1681.0,2791.0,3033.0,227.0,1105.0,775.0,2027.0,1810.0,2233.0,1731.0,2886.0,2144.0,2153.0,2677.0,4159.0,143.0,39.0,457.0,432.0,57.0,31.0,405.0,291.0,51.0,392.0,0.0,42.0,169.0,190.0,308.0,0.0
PF3D7_0724000,4.0,16.0,0.0,10.0,67.0,210.0,289.0,8384.0,519.0,547.0,388.0,588.0,148.0,250.0,233.0,167.0,176.0,603.0,261.0,461.0,657.0,24.0,183.0,186.0,201.0,185.0,330.0,506.0,278.0,569.0,172.0,61.0,236.0,789.0,604.0,142.0,72.0,114.0,54.0,531.0,1047.0,987.0,189.0,81.0,79.0,194.0,264.0,97.0,0.0
PF3D7_0724100,27.0,57.0,8.0,125.0,686.0,1974.0,5986.0,15084.0,3364.0,4838.0,10116.0,4248.0,4482.0,6534.0,6093.0,2187.0,2975.0,4365.0,5844.0,7615.0,6073.0,532.0,3800.0,2076.0,6761.0,5134.0,5713.0,5341.0,12666.0,7220.0,4908.0,3426.0,4759.0,589.0,365.0,184.0,194.0,97.0,74.0,360.0,642.0,776.0,257.0,101.0,42.0,305.0,197.0,204.0,51.0
PF3D7_0724200,0.0,158.0,0.0,210.0,711.0,831.0,1331.0,47796.0,4663.0,378.0,327.0,642.0,570.0,617.0,606.0,166.0,141.0,444.0,454.0,692.0,637.0,22.0,218.0,131.0,647.0,576.0,630.0,368.0,412.0,272.0,355.0,308.0,571.0,14.0,40.0,12.0,27.0,17.0,0.0,28.0,20.0,10.0,18.0,0.0,4.0,14.0,8.0,2.0,0.0
PF3D7_0724300,4.0,2.0,0.0,21.0,28.0,88.0,316.0,4600.0,255.0,267.0,198.0,249.0,110.0,105.0,125.0,102.0,93.0,233.0,287.0,320.0,405.0,7.0,70.0,69.0,142.0,214.0,224.0,243.0,255.0,114.0,37.0,49.0,95.0,140.0,219.0,134.0,210.0,39.0,8.0,87.0,120.0,161.0,144.0,0.0,18.0,71.0,76.0,93.0,1.0
