Gene,LD4,LD5,LD6,M,YR,ET,MT,LT,ES,S,LS,GD4,GD6,GD10F,GD10M
PF3D7_0625900,0.0,95.197,123.597,12.745000000000001,1.254,1.8,23.04,29.519,33.402,22.524,13.704,14.617,10.316,18.97,10.7561
PF3D7_0626000,23.664,41.457,47.852,28.492,111.105,143.811,76.365,56.437,41.524,36.864,30.929,15.029,37.272,62.601,57.7203
PF3D7_0626100,536.96,422.863,345.472,37.5533,16.434,23.738,78.369,118.444,107.854,56.52,53.943,76.983,71.71,66.983,22.3431
PF3D7_0626200,10.034,18.243,17.656,11.979099999999999,43.431,37.336,28.455,31.609,22.007,13.457,14.72,124.357,126.637,146.17,27.2351
PF3D7_0626300,795.084,1097.115,822.352,35.57855,22.673,6.551,20.254,92.74,72.846,60.897,47.888,113.739,73.603,90.925,48.4204
PF3D7_0626400,152.533,125.578,131.567,26.3046,3.585,1.206,15.617,52.829,80.549,72.755,52.862,82.464,128.883,110.224,64.1884
PF3D7_0626500,4.245,5.408,4.63,10.6047,5.24,1.574,4.165,7.841,26.042,19.402,14.663,16.447,28.631,9.771,76.628
PF3D7_0626600,143.06,163.476,137.543,24.9762,49.137,18.977,34.451,59.203,80.354,32.535,44.168,355.855,321.741,121.757,3348.2462
PF3D7_0626700,27.191,90.909,137.827,137.63615,764.732,384.276,438.447,404.242,284.506,248.188,169.79,54.598,31.196,30.72,140.492
PF3D7_0626800,185.846,677.4,669.422,760.31945,3294.58,3605.582,5342.553,4977.314,2012.98,1593.976,968.12,327.135,183.619,54.166,280.0716
PF3D7_0626840,26.467,42.023,27.101,,,,,,,,,,,,
PF3D7_0626900,768.808,640.746,632.943,28.9925,12.902,10.698,60.425,82.124,98.395,51.982,45.214,30.661,61.203,43.711,330.1555
PF3D7_0627000,74.196,63.903,36.425,10.8966,3.208,0.838,1.378,1.974,4.19,3.892,6.213,43.759,45.32,18.517,10.3769
PF3D7_0627100,124.458,146.584,133.031,369.5513,319.591,216.246,165.082,152.982,126.927,154.302,246.772,243.779,227.117,120.082,429.9801
PF3D7_0627200,2.951,21.92,32.474,28.0263,8.166,1.97,13.442,72.735,77.401,49.058,40.675,112.064,121.46,83.137,137.8345
PF3D7_0627300,226.383,312.076,330.816,481.37335,690.287,661.198,514.092,784.536,805.031,721.178,618.029,860.024,835.206,662.634,253.6138
PF3D7_0627400,146.801,68.12,86.33,32.3907,40.046,61.786,104.116,115.161,97.128,58.209,50.187,24.027,43.311,68.211,135.4005
PF3D7_0627500,1563.764,1509.698,1320.582,153.1905,1152.691,1000.328,1100.179,795.106,319.447,192.174,162.866,362.629,355.069,341.076,566.5675
PF3D7_0627600,803.558,285.906,223.953,11.73885,11.943,10.704,14.78,14.378,24.586,18.904,19.342,168.14,121.296,70.072,136.4435
PF3D7_0627700,195.028,227.026,148.18,375.5982,344.265,264.532,250.075,310.035,256.675,235.929,235.097,197.365,167.689,58.961,86.7373
PF3D7_0627800,118.16,268.5,267.133,191.846,176.057,190.037,204.328,227.162,197.43,189.538,199.998,132.965,72.896,64.237,60.8772
PF3D7_0627900,26.893,112.942,72.926,71.97975,103.349,95.498,75.096,85.935,47.992,45.302,63.288,13.006,3.237,12.136,1.2903
PF3D7_0628000,3.635,54.85,41.897,66.57685,33.315,55.396,171.735,100.606,81.013,66.428,67.435,16.845,14.944,85.859,195.7042
PF3D7_0628100,1.645,2.823,3.964,60.03935,5.129,0.665,0.671,12.799,70.324,109.147,112.218,47.95,66.516,70.872,32.564
PF3D7_0628200,38.197,78.802,118.743,164.50655,325.21,280.003,178.631,250.764,265.602,259.545,163.861,96.689,93.894,81.066,121.6071
PF3D7_0628300,457.616,778.449,657.392,3647.862,502.695,100.839,300.747,492.052,612.683,887.935,2774.259,378.785,362.224,443.099,117.6342
PF3D7_0628400,11.541,96.229,68.51,47.5007,13.82,1.701,1.798,6.628,11.541,13.076,29.643,65.37,56.913,50.723,1.4057
PF3D7_0628500,233.202,251.542,178.339,24.5715,12.845,16.609,30.454,36.583,34.205,21.861,22.636,38.21,51.083,47.222,106.5997
PF3D7_0628600,302.308,544.002,587.568,62.3126,122.567,162.823,163.951,157.945,146.233,141.762,72.342,181.23,137.968,119.548,43.6032
PF3D7_0628700,121.511,187.037,208.441,29.42255,21.01,42.517,73.117,77.044,91.891,51.242,55.866,206.128,184.194,191.955,52.0612
PF3D7_0628800,93.444,421.861,464.792,31.2474,9.327,35.484,121.864,147.887,115.915,66.319,59.683,77.663,47.123,163.493,24.429
PF3D7_0628900,18.214,27.351,43.019,11.148900000000001,1.32,9.526,55.196,52.187,51.015,32.457,24.045,59.084,51.595,66.114,45.8028
PF3D7_0629000,0.0,113.989,170.029,0.43305,0.434,2.097,6.363,5.485,4.919,1.733,1.549,55.047,23.407,17.558,0.0
PF3D7_0629100,31.597,48.35,54.596,58.108850000000004,137.68,75.37,203.159,211.243,146.452,105.947,89.43,108.778,145.469,176.988,125.0737
PF3D7_0629200,198.803,149.958,152.815,104.56985,200.674,343.135,373.216,447.791,349.483,259.651,165.239,30.506,21.819,19.015,85.6902
PF3D7_0629300,32.511,11.724,2.381,285.54585,27.076,5.476,3.59,8.98,75.238,173.359,430.207,9.195,49.316,65.943,64.545
PF3D7_0629400,121.034,356.842,202.419,47.9957,9.144,61.397,205.546,189.614,135.069,98.22,85.417,202.281,168.614,92.351,119.0377
PF3D7_0629500,91.571,113.861,89.104,162.1317,159.541,201.477,267.028,137.369,85.969,93.703,189.747,89.914,69.193,54.057,145.673
PF3D7_0629600,229.216,102.556,71.536,46.159099999999995,109.912,126.013,83.285,30.615,16.988,20.186,49.179,3.922,8.804,11.474,0.7816
PF3D7_0629700,29.119,32.111,57.673,43.58815,52.56,42.985,46.233,92.685,119.442,98.021,55.206,58.739,31.155,27.074,46.2997
PF3D7_0629800,17.345,39.828,60.362,66.607,229.656,137.828,103.354,123.07,117.334,109.593,74.896,23.56,27.469,16.559,31.8995
PF3D7_0629900,10.456,23.225,24.889,61.98165,342.912,223.446,103.634,107.918,69.573,57.029,54.063,115.828,126.958,89.615,268.7421
PF3D7_0630000,0.0,0.0,0.046,4.3538499999999996,0.09,0.205,0.058,0.0,1.092,0.79,2.573,292.845,432.763,495.995,364.7991
PF3D7_0630100,11.62,10.753,11.079,29.06165,10.053,13.066,8.718,5.918,7.192,14.096,33.806,17.441,14.752,18.99,1.4385
PF3D7_0630200,0.0,14.547,40.449,23.53535,5.064,1.127,1.292,4.946,15.824,12.134,35.765,2111.84,2762.201,5339.37,932.9403
PF3D7_0630300,26.589,92.235,72.348,21.6318,2.935,3.234,38.42,79.776,69.953,61.042,35.343,100.024,117.11,126.97,353.6397
PF3D7_0630400,31.744,42.326,34.499,18.63645,3.056,0.615,2.485,18.486,34.376,48.812,45.63,34.591,56.826,18.089,92.0333
PF3D7_0630500,69.767,106.963,78.726,20.09635,95.968,140.63,108.124,39.946,27.627,21.769,27.432,16.029,11.308,11.722,18.0535
PF3D7_0630600,19.991,34.586,59.87,86.88804999999999,79.525,99.109,152.914,249.974,223.12,229.015,149.863,333.058,294.071,219.148,484.2754
PF3D7_0630700,2.712,25.051,29.706,35.01985,18.866,29.013,23.028,26.29,31.449,25.166,41.253,1.958,5.17,9.281,1.4315
PF3D7_0630800,0.0,2.299,8.7,34.9708,1.747,1.87,1.845,18.077,83.562,53.713,43.448,21.584,5.185,12.224,1.3289
PF3D7_0630900,203.634,206.941,147.992,63.90105,229.664,243.378,190.945,88.444,75.415,79.715,60.893,84.655,79.735,48.53,64.2635
PF3D7_0631000,58.603,20.078,12.534,13.293199999999999,8.63,7.675,6.166,13.912,24.001,25.25,30.223,84.386,100.145,84.829,178.1883
PF3D7_0631100,3.679,5.775,3.956,0.89375,0.222,0.918,2.983,2.03,2.279,2.02,1.974,7.886,1.148,1.299,0.0
PF3D7_0631300,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0631400,,,,10.626999999999999,2.283,120.394,110.188,4.675,6.35,5.938,5.646,0.0,3.108,0.0,0.0
PF3D7_0631500,,,,0.43,0.0,0.261,0.244,0.0,0.0,0.0,0.123,0.0,0.0,0.0,0.0
PF3D7_0631600,,,,0.0,0.443,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.398,0.0
PF3D7_0631800,,,,2.44375,0.077,0.811,0.892,0.086,0.449,0.424,1.307,0.804,17.243,2.193,0.0
PF3D7_0631900,,,,3.8371,0.684,59.351,112.172,8.475,10.038,8.038,6.485,0.0,0.0,0.0,0.0
PF3D7_0632000,,,,0.8939,0.0,4.646,6.547,0.0,1.422,1.369,1.275,0.0,2.032,0.0,0.0
PF3D7_0632100,,,,0.2776,0.0,0.066,0.079,0.0,0.0,0.164,0.167,0.5,0.0,0.0,0.0
PF3D7_0632200,,,,1.9788999999999999,0.072,0.0,0.401,0.319,0.288,0.337,0.572,0.0,2.093,0.414,0.0
PF3D7_0632300,,,,0.99795,0.842,1.05,0.196,0.0,0.174,0.387,1.136,0.0,0.285,0.0,0.0
PF3D7_0632400,0.0,9.522,0.551,8.83865,1.212,19.204,14.854,1.288,5.55,5.086,8.062,4.309,3.295,0.0,0.0
PF3D7_0632500,0.0,0.0,0.054,8.25285,9.605,3.511,1.7,1.937,4.013,4.291,4.012,1.988,0.896,1.348,0.4592
PF3D7_0632700,0.0,20.462,0.621,36.58825,41.094,39.547,25.535,3.616,23.912,31.743,34.325,0.0,3.965,0.392,81.4983
PF3D7_0632800,0.0,0.053,0.172,14.76915,27.453,4.126,2.709,5.795,10.256,13.405,10.831,2.244,1.139,1.305,30.0194
PF3D7_0700100,0.0,0.0,0.0,4.4261,0.908,0.449,0.043,0.135,0.244,0.995,2.383,0.0,0.045,0.463,19.6604
PF3D7_0700200,0.0,0.0,0.0,5.75235,0.209,21.813,23.631,0.7,2.538,1.151,2.722,0.0,0.0,0.0,0.0
PF3D7_0700300,,,,0.0,0.0,0.452,0.417,0.0,0.088,0.086,0.086,0.0,0.0,2.144,0.0
PF3D7_0700400,,,,1.2836,0.0,0.393,2.933,0.102,0.246,1.234,0.991,0.0,0.0,3.131,0.0
PF3D7_0700500,,,,0.9644999999999999,2.663,9.399,16.778,0.628,0.198,0.488,0.335,0.0,0.0,0.0,1.6403
PF3D7_0700800,0.0,0.0,0.0,18.1177,4.89,371.804,348.881,22.722,16.929,10.81,12.904,0.0,11.147,0.0,226.6441
PF3D7_0701100,0.0,0.0,1.199,25.3988,42.207,28.293,34.902,2.667,7.51,11.656,16.372,0.492,0.0,1.489,21.9474
PF3D7_0701500,,,,0.0,0.0,0.307,0.311,0.0,0.0,0.0,0.0,0.869,0.0,0.0,2.469
PF3D7_0701600,,,,6.72115,4.031,308.397,270.493,15.605,12.598,8.937,9.834,6.653,8.052,8.41,0.0
PF3D7_0701700,,,,0.98125,0.375,0.186,0.0,0.0,0.0,0.754,1.063,1.979,9.834,9.562,0.0
PF3D7_0701800,,,,6.36745,0.402,0.781,0.355,0.0,0.094,0.327,0.91,0.591,0.616,1.874,0.0
PF3D7_0701900,0.0,0.0,0.0,1337.64235,313.291,64.12,10.043,2.845,16.152,59.875,334.059,5.237,0.16,0.596,0.8716
PF3D7_0702000,0.0,8.153,2.908,2051.15725,1834.466,336.913,41.372,4.931,18.658,49.957,610.117,1.615,7.053,7.659,2.2067
PF3D7_0702100,0.0,3.022,1.841,,,,,,,,,,,,
PF3D7_0702200,0.0,0.624,0.469,508.6586,302.834,260.268,31.342,13.037,47.148,71.416,328.26,14.775,39.694,24.477,43.4429
PF3D7_0702300,,,,117.61805000000001,722.534,239.96,15.258,3.664,5.807,14.652,54.596,8.418,9.198,4.808,0.0
PF3D7_0702400,26.064,19.8,41.156,369.87735,568.434,1226.292,299.902,140.094,71.86,71.154,86.251,29.339,31.128,18.343,13.7347
PF3D7_0702500,0.0,4.868,10.908,217.78820000000002,618.422,1525.712,562.573,305.648,211.984,176.868,137.2,55.251,57.124,47.414,0.0
PF3D7_0702600,0.0,0.76,0.208,223.00560000000002,74.508,21.363,12.942,4.957,20.111,40.371,105.005,33.47,23.736,0.0,0.0
PF3D7_0702900,124.717,130.617,288.231,29.89,77.032,94.951,92.762,89.628,88.365,58.253,42.595,12.162,43.263,30.187,0.0
PF3D7_0703000,2.301,119.388,224.864,6.182600000000001,10.898,13.045,15.276,20.17,20.178,13.095,7.567,24.072,31.664,14.419,13.9102
PF3D7_0703100,23.355,22.62,27.536,13.10015,44.759,45.798,39.578,38.837,23.03,21.474,16.659,30.861,17.682,17.714,17.0371
PF3D7_0703200,50.833,50.621,84.107,121.47945,12.609,33.572,124.106,248.808,303.441,304.553,173.482,113.262,96.451,168.106,149.6264
PF3D7_0703300,0.0,4.689,11.637,69.0446,34.239,163.602,201.357,196.023,176.704,111.182,92.937,175.025,92.901,416.91,3.9321
PF3D7_0703400,12.469,48.711,33.019,29.74825,16.479,18.223,39.166,38.649,52.08,33.354,36.707,56.077,26.527,26.363,56.8372
PF3D7_0703500,231.165,129.524,143.306,364.0745,547.686,741.955,551.091,456.421,276.122,263.704,197.21,227.214,243.324,131.079,261.132
PF3D7_0703600,15.88,110.461,164.025,282.706,21.933,11.869,35.791,140.822,340.879,351.558,326.779,8.941,21.26,16.388,34.8157
PF3D7_0703700,78.148,34.0,28.581,143.4371,433.184,574.073,565.124,338.908,146.996,113.344,127.739,40.436,31.159,103.103,4.5937
PF3D7_0703800,93.392,238.059,117.854,17.504649999999998,10.0,3.397,2.634,15.217,43.152,35.24,25.079,229.46,208.294,46.502,1653.4669
PF3D7_0703900,30.268,30.445,33.378,16.40595,89.973,91.558,55.747,30.179,25.77,19.186,16.999,53.984,43.659,36.357,94.8282
PF3D7_0704000,14.224,28.24,34.375,7.5958000000000006,28.432,24.435,25.415,25.924,15.204,12.598,11.148,23.622,19.287,13.246,40.4581
PF3D7_0704100,0.638,4.449,17.242,49.81385,7.351,2.193,3.255,51.288,114.4,144.623,92.774,29.915,53.165,100.678,32.6407
PF3D7_0704200,23.186,70.065,57.043,26.538649999999997,94.136,127.291,90.572,61.91,48.28,41.463,29.424,18.087,27.941,21.053,0.8968
PF3D7_0704300,279.534,208.203,261.194,133.58155,12.949,6.914,39.252,193.957,277.576,324.902,189.713,14.284,11.178,16.557,14.9613
PF3D7_0704400,44.348,43.552,51.99,116.32865,30.966,61.966,88.683,164.849,210.234,223.207,208.441,231.691,200.925,249.722,94.76
PF3D7_0704500,0.614,0.349,1.587,93.0912,7.467,1.499,1.674,99.451,206.815,290.563,165.383,68.73,94.527,102.747,123.5514
PF3D7_0704600,95.074,95.117,144.474,135.9343,181.017,169.245,143.336,177.907,220.49,228.231,165.978,127.808,126.924,61.466,178.6859
PF3D7_0704700,18.276,29.764,44.752,36.55475,28.595,25.231,25.364,35.512,50.584,53.509,44.942,4.95,4.27,13.755,4.2459
PF3D7_0704800,9.833,46.567,33.291,81.636,8.36,4.127,30.264,47.314,80.021,93.284,121.011,65.241,56.385,61.635,86.742
PF3D7_0704900,8.636,19.08,36.268,92.29425,22.191,74.424,179.45,222.263,196.953,129.31,130.781,281.413,300.913,549.611,205.1156
PF3D7_0705000,164.419,211.841,257.123,171.15915,323.702,208.312,176.342,246.665,306.89,341.867,183.282,65.187,38.035,37.338,80.1083
PF3D7_0705100,19.389,14.899,54.451,50.12665,8.285,4.835,3.3,31.027,80.64,112.806,75.595,101.38,82.638,96.075,46.304
PF3D7_0705200,4.055,12.046,10.879,5.20805,0.558,4.772,17.595,13.078,12.414,8.509,6.991,5.393,7.995,7.27,62.315
PF3D7_0705300,61.551,89.317,132.775,117.14515,10.123,12.891,92.712,204.581,321.526,325.577,171.047,116.689,82.47,50.933,210.2674
PF3D7_0705400,279.225,330.848,235.157,453.27805,37.695,34.415,358.366,988.3,1074.269,947.62,658.814,371.628,305.675,189.085,741.3028
PF3D7_0705500,87.086,36.992,58.953,451.56145000000004,373.643,200.368,63.536,203.12,321.961,353.617,374.389,151.718,118.597,63.311,200.7999
PF3D7_0705600,13.709,48.26,32.116,10.557749999999999,12.644,16.967,42.472,43.408,25.869,16.604,10.687,27.91,13.114,11.706,0.8851
PF3D7_0705700,562.642,638.927,833.526,356.17015,1636.304,2015.711,1423.176,903.361,611.742,369.063,358.54,43.009,97.26,40.014,117.5393
PF3D7_0705800,418.888,385.581,643.043,15.02855,4.405,4.741,25.519,26.689,27.783,15.722,18.276,327.674,281.318,474.611,101.2532
PF3D7_0705900,259.97,441.785,575.283,106.6555,46.859,56.751,199.3,378.331,312.533,166.763,179.036,241.685,295.665,280.395,55.9092
PF3D7_0706000,186.873,170.664,198.242,217.91255,374.966,262.399,228.74,248.062,251.761,236.563,194.23,204.023,149.093,79.029,245.7251
PF3D7_0706100,9.183,29.349,43.832,35.5575,5.628,7.893,24.698,50.768,55.175,44.521,51.906,17.212,16.368,20.531,11.6827
PF3D7_0706200,198.933,239.223,319.141,8.335899999999999,2.133,8.046,46.077,50.455,21.234,11.341,12.07,9.755,2.193,9.409,2.9906
PF3D7_0706300,0.0,3.238,7.141,272.83365000000003,80.413,56.062,34.53,22.096,69.013,110.67,280.97,55.347,67.533,25.728,89.0313
PF3D7_0706400,341.258,310.93,329.59,149.74115,688.121,986.85,816.004,533.125,213.897,165.908,126.452,67.867,77.405,47.205,149.7859
PF3D7_0706500,91.565,120.091,105.744,470.3142,559.515,452.062,325.998,256.002,256.58,336.906,233.597,401.469,310.334,195.111,127.2032
PF3D7_0706600,72.867,169.79,71.125,4.1619,1.283,9.938,29.448,8.597,4.889,3.532,5.139,27.224,37.071,13.883,22.5447
PF3D7_0706700,2.302,2.683,5.463,47.1469,38.16,14.893,21.386,23.82,97.172,38.278,62.288,98.432,111.572,91.461,739.3162
PF3D7_0707200,7.083,17.469,26.275,28.2517,3.517,4.271,21.907,54.615,75.821,72.991,51.923,46.137,55.044,45.057,200.0589
PF3D7_0707300,2.094,2.518,2.305,1733.2707,156.528,25.209,6.986,571.144,1946.153,3409.497,3197.28,6.197,12.128,9.887,0.7159
PF3D7_0707400,41.173,93.224,101.126,84.16275,81.794,271.343,312.522,187.739,131.935,104.844,90.33,46.81,49.776,78.225,67.8938
PF3D7_0707420,17.391,25.611,62.119,,,,,,,,,,,,
PF3D7_0707500,2.227,3.54,4.895,153.23785,74.165,20.104,17.74,12.414,13.496,21.603,93.998,4.119,3.129,4.131,13.7851
PF3D7_0707600,9.893,43.577,48.053,198.3228,147.061,104.685,60.621,88.362,98.53,76.869,110.15,53.954,71.669,51.038,49.2293
PF3D7_0707700,52.716,102.167,133.427,268.4853,202.768,228.46,210.297,208.266,215.391,282.243,313.0,358.392,302.013,167.377,291.3335
PF3D7_0707800,21.765,35.096,41.652,40.020700000000005,8.839,18.028,61.062,131.652,164.183,97.203,64.099,37.893,27.585,22.891,30.3028
PF3D7_0707900,156.978,309.599,283.402,196.1401,416.535,386.088,338.186,273.296,210.033,213.973,158.153,76.397,97.887,111.993,134.577
PF3D7_0708000,154.669,107.207,84.928,36.61555,13.963,48.203,104.377,101.664,105.207,69.379,50.751,491.289,456.362,324.175,464.3208
PF3D7_0708100,111.701,137.635,169.901,82.61175,194.671,227.159,207.448,165.323,144.779,104.404,97.721,344.432,394.244,321.879,168.9276
PF3D7_0708200,0.0,4.7,5.302,23.84075,4.87,4.135,5.698,7.204,43.871,37.003,29.983,25.609,19.582,5.105,65.5198
PF3D7_0708300,91.837,72.477,48.125,61.4046,144.128,130.179,101.174,81.403,112.346,82.693,83.052,68.038,20.191,22.892,414.6313
PF3D7_0708400,3010.11,5591.738,3298.727,4896.549349999999,3756.904,6293.443,9345.115,5563.736,4752.837,4578.827,3097.99,1868.899,1170.46,514.518,1700.6607
PF3D7_0708500,80.438,63.909,73.246,155.0331,154.525,190.288,160.374,189.626,299.415,385.226,130.928,33.516,62.434,58.135,241.9119
PF3D7_0708600,0.0,1.749,7.355,17.9609,10.909,7.569,12.747,30.307,29.556,29.425,16.162,277.013,387.116,560.367,8.5695
PF3D7_0708700,2759.264,2968.868,3589.897,169.0833,51.527,34.577,101.188,291.122,397.557,335.597,253.517,296.466,309.696,225.138,21.6934
PF3D7_0708800,428.356,803.51,532.401,441.3004,1271.762,1256.365,1564.821,1053.291,704.46,687.954,380.439,115.416,104.86,78.581,12.6222
PF3D7_0708900,181.293,132.041,174.157,52.0928,123.03,38.235,38.238,73.196,88.105,60.253,54.336,35.619,76.335,51.555,315.329
PF3D7_0709000,0.0,7.071,6.826,281.40025,527.047,379.6,318.959,177.633,133.561,99.595,127.856,114.689,111.538,92.553,215.4457
PF3D7_0709050,148.485,241.767,526.902,,,,,,,,,,,,
PF3D7_0709100,213.062,188.338,194.635,112.3641,17.166,19.136,135.391,359.899,373.01,284.086,182.073,111.03,164.791,180.723,187.8405
PF3D7_0709200,128.919,57.194,75.869,42.5967,28.887,39.656,55.457,117.904,123.857,79.029,60.424,70.636,63.726,112.589,3.5753
PF3D7_0709300,29.553,58.253,73.712,9.54645,45.682,47.467,38.559,41.112,27.479,21.145,16.185,58.145,47.59,31.334,94.0857
PF3D7_0709400,502.16,802.163,719.412,25.00535,2.907,6.938,47.304,102.277,108.714,83.897,49.639,35.549,31.486,27.494,51.8841
PF3D7_0709500,218.367,216.548,269.255,22.15325,5.079,16.102,69.294,93.819,90.559,58.446,40.945,58.997,34.436,24.899,8.5887
PF3D7_0709600,22.102,33.082,42.687,41.91695,157.721,124.717,109.266,81.228,73.394,64.803,40.566,18.467,14.621,4.255,5.1417
PF3D7_0709700,53.011,78.605,115.953,116.23005,121.634,68.177,76.509,262.207,310.16,238.483,224.234,705.549,1244.078,1456.03,224.5688
PF3D7_0709800,4.835,28.658,31.626,51.17014999999999,31.931,17.072,24.196,58.356,86.834,56.876,72.215,58.222,61.688,82.536,19.9062
PF3D7_0709900,63.589,59.593,62.7,53.6509,3.234,1.334,4.528,34.196,107.614,101.499,68.557,53.315,85.378,116.806,103.8902
PF3D7_0710000,34.13,6.895,17.932,12.817499999999999,6.743,6.372,10.99,38.295,45.134,36.892,23.914,50.916,49.147,25.101,249.787
PF3D7_0710100,34.569,56.835,88.855,46.835499999999996,179.61,90.74,98.94,105.345,98.285,77.74,68.225,26.02,16.916,20.502,94.2454
PF3D7_0710200,157.312,146.84,199.67,119.7689,15.564,31.73,110.209,240.459,396.128,434.185,157.997,15.743,13.571,20.841,37.615
PF3D7_0710300,67.773,357.316,441.916,29.167949999999998,38.326,139.899,177.876,137.474,84.327,50.422,43.814,33.45,19.723,24.625,226.5444
PF3D7_0710400,48.555,115.141,158.057,29.30025,43.96,97.601,83.126,65.906,111.705,60.748,53.384,65.947,68.633,44.884,2.3622
PF3D7_0710500,233.949,80.304,100.735,40.23115,12.225,30.355,151.747,124.865,102.1,56.264,55.564,55.843,67.967,96.811,6.3842
PF3D7_0710600,667.37,860.986,854.991,298.974,1486.003,2114.441,1580.965,1017.473,545.456,349.132,266.018,81.845,83.206,64.859,107.4934
PF3D7_0710700,40.743,119.329,74.488,128.2682,456.073,385.101,252.966,161.028,144.577,148.652,86.976,8.883,13.521,17.078,1.1674
PF3D7_0710800,33.857,323.147,526.587,57.94545,112.503,100.598,107.546,154.786,209.869,140.362,104.833,20.82,39.434,28.97,0.0
PF3D7_0710900,46.106,336.241,389.845,52.26795,136.371,120.457,150.907,189.172,158.231,126.549,78.259,45.77,73.763,93.647,7.3926
PF3D7_0711000,203.766,189.003,217.395,37.73555,12.493,40.626,117.8,127.222,113.395,92.925,46.91,59.448,73.344,44.814,98.0747
PF3D7_0711100,8.732,23.599,25.508,49.1614,89.898,53.658,20.254,25.172,26.033,20.731,43.374,1.349,3.508,7.248,0.7681
PF3D7_0711200,14.486,37.285,28.92,13.13825,13.903,6.159,6.563,15.111,22.026,12.362,14.976,14.981,14.384,29.496,46.0985
PF3D7_0711300,105.241,87.48,91.022,51.30505,81.445,150.169,153.161,122.401,82.227,74.748,57.658,108.389,66.983,136.727,27.5459
PF3D7_0711400,55.801,94.346,118.292,86.8989,17.952,82.032,159.584,194.031,240.209,245.953,112.326,88.752,36.394,38.511,97.4704
PF3D7_0711500,99.85,343.232,311.67,121.36319999999999,236.117,473.104,535.734,447.801,286.422,217.386,150.465,192.044,160.299,91.318,68.9889
PF3D7_0711700,0.0,0.0,0.924,27.5308,205.626,141.919,25.245,7.171,12.146,14.713,12.899,4.263,3.704,1.395,0.5113
PF3D7_0711900,0.0,0.0,0.0,,,,,,,,,,,,
PF3D7_0712000,0.0,6.691,3.806,11.35585,6.316,6.285,3.16,4.34,6.715,6.164,7.205,4.363,4.676,3.4,5.3948
PF3D7_0712300,0.0,0.482,0.348,2.74915,3.13,1.423,0.297,0.354,0.688,1.315,1.527,0.63,0.704,0.886,0.502
PF3D7_0712400,0.0,0.891,0.348,0.64645,1.294,0.508,0.045,0.131,0.158,0.429,0.288,0.329,0.396,1.654,0.5523
PF3D7_0712600,0.0,0.0,0.001,68.3084,819.531,550.254,79.833,14.82,22.661,30.864,28.995,24.802,14.439,4.839,1.7643
PF3D7_0712800,0.0,0.0,0.0,2.2362,3.362,1.918,0.219,0.264,0.37,1.108,1.304,0.382,1.651,2.208,14.4523
PF3D7_0712900,0.0,0.0,0.0,2.68565,5.292,2.058,0.18,0.119,0.543,1.521,1.37,0.881,0.971,1.397,0.774
PF3D7_0713000,,,,2.5923499999999997,0.14,0.381,0.319,0.071,0.644,0.818,0.909,0.0,2.174,2.108,0.0
PF3D7_0713100,0.0,0.0,0.0,13.751449999999998,10.419,128.788,152.522,11.689,30.244,21.837,24.316,0.764,0.579,1.853,1.3544
PF3D7_0713200,,,,2.0705,41.064,14.826,0.487,0.17,0.156,0.384,1.356,0.0,0.0,0.0,0.9254
PF3D7_0713400,18.791,31.982,52.186,128.7083,176.81,213.109,106.614,159.731,226.428,159.533,180.221,98.392,104.999,36.788,521.6762
PF3D7_0713500,5.151,8.715,8.531,30.5935,58.667,35.064,17.179,32.415,31.47,26.616,27.95,1.879,6.693,3.039,126.6639
PF3D7_0713600,50.19,69.182,49.202,35.1867,17.41,14.07,46.889,74.473,70.506,56.224,46.493,43.904,52.614,26.565,113.2574
PF3D7_0713700,36.196,62.414,107.998,75.2217,57.996,97.611,109.837,150.257,164.634,134.157,98.337,142.869,165.571,142.137,50.1936
PF3D7_0713800,4.994,20.505,22.704,489.6011,36.886,14.047,26.659,88.987,325.887,395.799,556.392,12.087,12.598,5.559,2.1778
PF3D7_0713900,105.267,58.909,82.043,19.2074,129.058,134.939,78.467,56.785,34.099,39.999,27.288,14.161,15.106,6.129,27.0442
PF3D7_0714000,864.778,819.356,1387.522,2511.4133,1118.573,813.049,850.268,3138.796,3936.245,3967.402,4646.269,48.761,25.999,45.431,32.9665
PF3D7_0714100,,,,5.11565,1.409,0.501,0.399,1.549,6.68,6.667,5.94,2.12,4.94,2.996,83.9792
PF3D7_0714200,57.219,75.975,103.948,152.697,110.83,93.226,74.386,124.021,154.76,208.146,185.611,121.723,121.474,108.728,176.1416
PF3D7_0714300,26.563,33.948,49.777,35.82615,69.278,61.664,56.569,71.216,77.312,72.016,44.669,45.43,68.154,85.453,47.4482
PF3D7_0714400,0.0,109.879,68.799,17.477899999999998,18.166,26.566,75.88,71.249,41.343,26.614,21.929,7.898,21.473,2.779,100.4788
PF3D7_0714500,16.107,54.206,62.687,34.85895,74.576,84.539,110.122,113.795,89.402,55.859,45.953,38.575,75.138,34.223,150.6494
PF3D7_0714600,32.001,79.131,100.232,179.0103,236.724,178.759,154.277,171.01,223.254,248.101,149.785,19.604,17.618,11.868,0.0
PF3D7_0715000,25.91,115.269,140.684,79.2998,294.195,369.461,350.002,257.327,181.436,79.058,86.878,104.932,170.74,69.444,363.8084
